,mother_node,title_steam,app_id,user_rating,game_spcs,percent,reivew_users,keywords_list,genre_list,no_dlc,dlc_av,rank_no,current,all_time,24_peak,time_diff,YEAR,price,DATE,unique,Indie,Action_g,Adventure_g,Strategy,Simulation,RPG,Casual,Early Access,Sports,Violent,Racing,Singleplayer,Multiplayer,Great Soundtrack,Atmospheric,Story Rich,Open World,2D,Co-op,Sci-fi,Adventure_k,Fantasy,Puzzle,First-Person,Shooter,Difficult,Funny,Classic,Sandbox,Horror,Female Protagonist,FPS,Pixel Graphics,Comedy,Survival,Third Person,Anime,Platformer,Action_k,Turn-Based,Exploration,total_key,agreement,retention
2207,Shift 2 Unleashed,Shift 2 Unleashed,47920,,"Single-player,Multi-player",60.0,1146.0,"Racing, Simulation, Driving, Multiplayer",Racing,0.0,0.0,2767,23.0,280.0,33.0,2231 days 00:00:00.000000000,2011.0,19.99,2011-03-29,"Multiplayer, Driving, Simulation",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,8.21428571429
2208,Shift Happens,Shift Happens,359840,Very Positive,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",97.0,82.0,"Co-op, Local Co-Op, Online Co-Op, Puzzle-Platformer, Local Multiplayer, Indie, Action, Controller, Multiplayer, 2.5D, Great Soundtrack, Puzzle","Action, Indie",0.0,0.0,2009,5.0,65.0,11.0,74 days 00:00:00.000000000,2017.0,14.99,2017-02-22,"Puzzle-Platformer, Co-op, Great Soundtrack, Puzzle, Multiplayer, Controller, Online Co-Op, Local Multiplayer, 2.5D, Local Co-Op",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.166666666667,7.69230769231
2209,Shiness: The Lightning Kingdom,Shiness: The Lightning Kingdom,366640,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",72.0,73.0,"RPG, Action, Adventure, Indie, Anime, Fighting","Indie, Adventure, RPG, Action",0.0,0.0,2014,20.0,189.0,21.0,19 days 00:00:00.000000000,2017.0,29.99,2017-04-18,"Anime, Fighting",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0.666666666667,10.582010582
2210,Shining Plume 2,Shining Plume 2,597810,,"Single-player,Steam Trading Cards,Partial Controller Support,Steam Cloud",,,"Adventure, Indie, Casual, RPG, Strategy, RPGMaker","Indie, Strategy, Adventure, RPG, Casual",0.0,0.0,7085,1.0,5.0,1.0,72 days 00:00:00.000000000,2017.0,1.99,2017-02-24,RPGMaker,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.833333333333,20.0
2211,Shio,Shio,525360,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Cloud",89.0,87.0,"Action, Indie, Difficult, Platformer, Great Soundtrack, Stylized, Casual, Adventure, Exploration, Story Rich, Side Scroller, Atmospheric, Retro, Controller, Physics, Racing, Parkour, Soundtrack, Gaming, Runner","Action, Indie",0.0,0.0,685,35.0,430.0,430.0,2 days 00:00:00.000000000,2017.0,10.79,2017-05-05,"Side Scroller, Soundtrack, Atmospheric, Parkour, Great Soundtrack, Runner, Physics, Platformer, Stylized, Controller, Exploration, Retro, Story Rich, Difficult, Racing, Casual, Gaming, Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.0,0.1,8.13953488372
2212,Ship Simulator Extremes,Ship Simulator Extremes,48800,,"Single-player,Multi-player",45.0,789.0,"Simulation, Realistic, Multiplayer, Adventure, Open World, Naval",Simulation,0.0,0.0,3967,32.0,173.0,58.0,2445 days 00:00:00.000000000,2010.0,19.99,2010-08-27,"Realistic, Multiplayer, Naval, Open World, Adventure",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.166666666667,18.4971098266
2213,Shoot 1UP,Shoot 1UP,373610,Positive,"Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",87.0,33.0,"Indie, Action, Shoot 'Em Up, Bullet Hell, 2D, Local Co-Op, Shooter, Retro, Arcade, Aliens, Great Soundtrack, Controller, Singleplayer, Sci-fi","Action, Indie",0.0,0.0,2788,1.0,39.0,4.0,592 days 00:00:00.000000000,2015.0,0.99,2015-09-23,"Sci-fi, Arcade, Shoot 'Em Up, Aliens, Shooter, Singleplayer, 2D, Controller, Retro, Bullet Hell, Great Soundtrack, Local Co-Op",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.142857142857,2.5641025641
2214,Shoot Many Robots,Shoot Many Robots,96400,Very Positive,"Single-player,Co-op,Steam Achievements,Stats,Steam Leaderboards",88.0,459.0,"Action, Indie, RPG, Side Scroller, Robots, Shooter, Co-op, Online Co-Op, Platformer, Character Customization","Action, Indie, RPG",0.0,0.0,4127,2.0,54.0,10.0,1857 days 00:00:00.000000000,2012.0,9.99,2012-04-06,"Side Scroller, Co-op, Shooter, Robots, Character Customization, Platformer, Online Co-Op",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,0.3,3.7037037037
2215,Shoppe Keep,Shoppe Keep,381120,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Stats",78.0,1407.0,"Simulation, Management, Indie, RPG, Adventure, Economy, First-Person, Medieval, Replay Value, Fantasy, Singleplayer, Sandbox, Multiplayer, Funny","Indie, Simulation, Adventure, RPG",0.0,0.0,2084,48.0,554.0,53.0,352 days 00:00:00.000000000,2016.0,9.99,2016-05-20,"Funny, Management, Medieval, Singleplayer, Multiplayer, Fantasy, Sandbox, First-Person, Replay Value, Economy",1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.285714285714,8.6642599278
2216,Shovel Knight: Specter of Torment,Shovel Knight: Specter of Torment,589510,Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",93.0,32.0,"Action, Indie, Adventure, Platformer, Pixel Graphics","Action, Indie, Adventure",0.0,0.0,2724,8.0,57.0,13.0,32 days 00:00:00.000000000,2017.0,9.99,2017-04-05,"Pixel Graphics, Platformer",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.6,14.0350877193
2217,Shovel Knight: Treasure Trove,Shovel Knight: Treasure Trove,250760,Overwhelmingly Positive,"Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",96.0,6292.0,"Platformer, Pixel Graphics, Great Soundtrack, Retro, Indie, 2D, Adventure, Action, Singleplayer, Kickstarter, Difficult, Side Scroller, Fantasy, Medieval, Arcade, Funny, Comedy, RPG, Controller, Metroidvania","Action, Indie, Adventure",0.0,0.0,200,407.0,2535.0,454.0,1046 days 00:00:00.000000000,2014.0,24.99,2014-06-26,"Side Scroller, Funny, Medieval, Arcade, Great Soundtrack, Kickstarter, Pixel Graphics, Singleplayer, Metroidvania, 2D, Fantasy, Controller, Retro, Platformer, RPG, Comedy, Difficult",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,20.0,0.15,16.0552268245
2218,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050,Overwhelmingly Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",95.0,5350.0,"Nudity, Story Rich, Indie, Pixel Graphics, Simulation, Memes, Action, Comedy, Realistic, Mature, Funny, Singleplayer, Casual, 2D, Arcade, PvP, Competitive, Co-op","Action, Indie, Simulation",0.0,0.0,3247,15.0,235.0,22.0,613 days 00:00:00.000000000,2015.0,0.99,2015-09-02,"Funny, Co-op, Arcade, Singleplayer, Nudity, Competitive, 2D, Realistic, Mature, Pixel Graphics, Story Rich, Memes, Comedy, Casual, PvP",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18.0,0.166666666667,6.3829787234
2219,Shroud of the Avatar: Forsaken Virtues,Shroud of the Avatar: Forsaken Virtues,326160,,"Single-player,Multi-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards",54.0,508.0,"Early Access, RPG, Massively Multiplayer, MMORPG, Sandbox, Fantasy, Open World, Singleplayer","Massively Multiplayer, RPG, Early Access",0.0,0.0,2930,182.0,624.0,210.0,895 days 00:00:00.000000000,2014.0,39.99,2014-11-24,"MMORPG, Fantasy, Sandbox, Open World, Singleplayer",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.375,29.1666666667
2220,Shuffle!,Shuffle!,537100,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards",75.0,37.0,"Anime, Visual Novel, Casual, Adventure, Simulation, Romance, Fantasy, Dating Sim, Nudity, Singleplayer, Cute, Choices Matter, Cult Classic, Comedy, Story Rich, Interactive Fiction, Multiple Endings, Sexual Content, Mature, Drama","Simulation, Adventure, Casual",0.0,0.0,1152,2.0,30.0,4.0,166 days 00:00:00.000000000,2016.0,19.99,2016-11-22,"Cute, Dating Sim, Singleplayer, Nudity, Romance, Visual Novel, Sexual Content, Drama, Choices Matter, Fantasy, Anime, Mature, Cult Classic, Story Rich, Comedy, Multiple Endings, Interactive Fiction",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.0,0.15,6.66666666667
2221,Shut Up And Dig,Shut Up And Dig,414070,,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",47.0,19.0,"Early Access, Adventure, Platformer, Indie, Rogue-like, Action, Female Protagonist","Indie, Adventure, Action, Early Access",0.0,0.0,7500,4.0,248.0,95.0,545 days 00:00:00.000000000,2015.0,4.99,2015-11-09,"Rogue-like, Platformer, Female Protagonist",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.0,0.571428571429,1.61290322581
2222,SiN Episodes: Emergence,SiN Episodes: Emergence,1300,Very Positive,"Single-player,Stats",85.0,185.0,"Action, FPS, Cyberpunk, Sci-fi, Classic, Shooter, Singleplayer, First-Person, Episodic, Short",Action,0.0,0.0,4313,2.0,10.0,3.0,4015 days 00:00:00.000000000,2006.0,9.99,2006-05-10,"Short, Classic, Episodic, Singleplayer, Shooter, FPS, First-Person, Cyberpunk, Sci-fi",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0.1,20.0
2223,Sid Meier's Civilization III Complete,Sid Meier's Civilization III Complete,3910,Very Positive,"Single-player,Multi-player,Includes level editor",89.0,1238.0,"Strategy, Turn-Based Strategy, Turn-Based, 4X, Classic, Historical, Singleplayer, Replay Value, Multiplayer, Exploration, Military, Simulation, Grand Strategy",Strategy,0.0,0.0,1304,813.0,1352.0,867.0,5668 days 00:00:00.000000000,2001.0,4.99,2001-10-30,"Classic, Grand Strategy, 4X, Singleplayer, Multiplayer, Turn-Based Strategy, Simulation, Exploration, Turn-Based, Historical, Military, Replay Value",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,13.0,0.0769230769231,60.1331360947
2224,Sid Meier's Civilization IV: Colonization,Sid Meier's Civilization IV: Colonization,16810,Very Positive,"Single-player,Multi-player",80.0,235.0,"Strategy, Turn-Based, Turn-Based Strategy, 4X, Historical, Singleplayer, Multiplayer, Moddable",Strategy,0.0,0.0,2785,149.0,340.0,171.0,3148 days 00:00:00.000000000,2008.0,19.99,2008-09-23,"4X, Singleplayer, Multiplayer, Turn-Based Strategy, Moddable, Turn-Based, Historical",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,0.125,43.8235294118
2225,Sid Meier's Civilization V,Sid Meier's Civilization V,8930,Overwhelmingly Positive,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",96.0,65830.0,"Turn-Based Strategy, Strategy, Turn-Based, Multiplayer, Historical, 4X, Singleplayer, Hex Grid, Grand Strategy, Replay Value, Co-op, Tactical, Economy, Moddable, Diplomacy, Simulation, Great Soundtrack, Classic, Touch-Friendly, Education",Strategy,15.0,1.0,167,28707.0,88203.0,32035.0,2420 days 00:00:00.000000000,2010.0,29.99,2010-09-21,"Co-op, Classic, 4X, Singleplayer, Great Soundtrack, Grand Strategy, Multiplayer, Turn-Based Strategy, Simulation, Moddable, Hex Grid, Education, Turn-Based, Historical, Tactical, Replay Value, Touch-Friendly, Economy, Diplomacy",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0,0.05,32.5465120234
2226,Sid Meier's Civilization: Beyond Earth,Sid Meier's Civilization: Beyond Earth,65980,,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",53.0,9672.0,"Strategy, Turn-Based Strategy, Sci-fi, Space, Turn-Based, 4X, Multiplayer, Singleplayer, Futuristic, Aliens, Tactical, Hex Grid, Grand Strategy, Replay Value, Exploration, Atmospheric, Adventure, Moddable, Simulation, Action",Strategy,2.0,1.0,1115,872.0,86892.0,1051.0,927 days 00:00:00.000000000,2014.0,29.99,2014-10-23,"Multiplayer, Atmospheric, Sci-fi, 4X, Space, Singleplayer, Aliens, Grand Strategy, Turn-Based Strategy, Simulation, Moddable, Hex Grid, Exploration, Turn-Based, Tactical, Action, Replay Value, Futuristic, Adventure",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20.0,0.05,1.00354463012
2227,Sid Meier's Colonization (Classic),Sid Meier's Colonization (Classic),327400,Very Positive,Single-player,88.0,173.0,"Simulation, Adventure, Turn-Based Strategy, Classic, Strategy, Retro, 4X","Adventure, Simulation",0.0,0.0,2817,56.0,180.0,79.0,8527 days 00:00:00.000000000,1994.0,6.99,1994-01-01,"Retro, Strategy, Turn-Based Strategy, 4X, Classic",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.285714285714,31.1111111111
2228,Sid Meier's Pirates!,Sid Meier's Pirates!,3920,Very Positive,Single-player,94.0,1626.0,"Pirates, Open World, RPG, Adventure, Naval, Singleplayer, Historical, Sailing, Sandbox, Economy, Strategy, Remake, Classic, Action, Exploration, Trading, Atmospheric, Choose Your Own Adventure, Fighting, Difficult",RPG,0.0,0.0,1390,129.0,1342.0,148.0,4318 days 00:00:00.000000000,2005.0,9.99,2005-07-11,"Atmospheric, Naval, Sailing, Classic, Singleplayer, Choose Your Own Adventure, Fighting, Strategy, Sandbox, Pirates, Exploration, Adventure, Historical, Remake, Action, Trading, Difficult, Open World, Economy",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,20.0,0.05,9.61251862891
2229,Sid Meier's Railroads!,Sid Meier's Railroads!,7600,,"Single-player,Multi-player",64.0,818.0,"Strategy, Trains, Management, Economy, Simulation, Multiplayer, Singleplayer, Real-Time with Pause, Classic",Strategy,0.0,0.0,5138,97.0,697.0,120.0,3856 days 00:00:00.000000000,2006.0,9.99,2006-10-16,"Management, Classic, Singleplayer, Multiplayer, Real-Time with Pause, Simulation, Trains, Economy",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.111111111111,13.9167862267
2230,Sid Meier's Starships,Sid Meier's Starships,282210,,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",44.0,1459.0,"Strategy, Space, Sci-fi, Turn-Based Strategy, Singleplayer, Tactical, Casual, 4X, Turn-Based",Strategy,0.0,0.0,4405,28.0,3404.0,42.0,787 days 00:00:00.000000000,2015.0,14.99,2015-03-12,"Sci-fi, 4X, Singleplayer, Space, Turn-Based Strategy, Turn-Based, Tactical, Casual",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,0.111111111111,0.822561692127
2231,Sid Meiers Ace Patrol: Pacific Skies,Sid Meiers Ace Patrol: Pacific Skies,244090,,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards",66.0,117.0,"Strategy, Casual, Turn-Based, Turn-Based Strategy, World War II, Singleplayer, Historical","Casual, Strategy",0.0,0.0,6016,3.0,133.0,7.0,1279 days 00:00:00.000000000,2013.0,4.99,2013-11-05,"Turn-Based, World War II, Turn-Based Strategy, Historical, Singleplayer",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0.285714285714,2.25563909774
2232,Sid Meiers Civilization VI,Sid Meiers Civilization VI,289070,Mostly Positive,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop",73.0,19423.0,"Strategy, Turn-Based Strategy, Historical, Multiplayer, Singleplayer, Turn-Based, 4X, Grand Strategy, Cartoony, War, Simulation, Tactical, Great Soundtrack, Moddable, Online Co-Op, Open World, Cartoon, Co-op, Casual, Memes",Strategy,5.0,1.0,4,17737.0,162657.0,19724.0,199 days 00:00:00.000000000,2016.0,40.19,2016-10-20,"Co-op, 4X, Singleplayer, Great Soundtrack, Grand Strategy, Multiplayer, Turn-Based Strategy, Casual, Moddable, Online Co-Op, War, Turn-Based, Historical, Tactical, Memes, Simulation, Cartoon, Open World, Cartoony",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0,0.05,10.9045414584
2233,Sig.NULL,Sig.NULL,501930,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",75.0,16.0,"Indie, Casual, Puzzle","Indie, Casual",0.0,0.0,6368,38.0,385.0,170.0,222 days 00:00:00.000000000,2016.0,1.99,2016-09-27,Puzzle,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,9.87012987013
2234,Signs of Life,Signs of Life,263200,Very Positive,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud",82.0,438.0,"Early Access, Sandbox, Survival, Adventure, Crafting, Indie, RPG, Space, Action, Building, Sci-fi, 2D, Open World, Casual, Multiplayer, Platformer, Singleplayer","Indie, Early Access, Adventure, RPG, Action, Casual",0.0,0.0,1196,11.0,104.0,12.0,1196 days 00:00:00.000000000,2014.0,9.99,2014-01-27,"Building, Crafting, Sci-fi, Space, Survival, Multiplayer, Sandbox, 2D, Platformer, Open World, Singleplayer",1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,17.0,0.352941176471,10.5769230769
2235,Silence of the Sleep,Silence of the Sleep,321870,Mostly Positive,"Single-player,Steam Trading Cards",76.0,213.0,"Horror, Adventure, Indie, Psychological Horror, Puzzle, Singleplayer, 2D, Side Scroller, Atmospheric, Dark, Great Soundtrack","Indie, Adventure",0.0,0.0,2387,2.0,172.0,7.0,949 days 00:00:00.000000000,2014.0,1.69,2014-10-01,"Side Scroller, 2D, Atmospheric, Psychological Horror, Horror, Singleplayer, Dark, Great Soundtrack, Puzzle",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0,0.181818181818,1.16279069767
2236,Silent Hunter III,Silent Hunter III,15210,Very Positive,"Single-player,Multi-player,Co-op",89.0,450.0,"Simulation, World War II, Naval, Military, Historical, Open World, Action",Simulation,0.0,0.0,3356,68.0,159.0,93.0,4436 days 00:00:00.000000000,2005.0,9.99,2005-03-15,"World War II, Naval, Historical, Action, Military, Open World",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.142857142857,42.7672955975
2237,Silent Hunter: Wolves of the Pacific,Silent Hunter: Wolves of the Pacific,15200,,"Single-player,Multi-player",68.0,229.0,"Simulation, World War II, Military, Naval",Simulation,0.0,0.0,2988,34.0,77.0,46.0,3701 days 00:00:00.000000000,2007.0,9.99,2007-03-20,"Military, World War II, Naval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,44.1558441558
2238,Silent Hunter: Wolves of the Pacific U-Boat Missions,Silent Hunter: Wolves of the Pacific U-Boat Missions,15240,Mostly Positive,"Single-player,Multi-player",77.0,59.0,"Simulation, World War II, Naval",Simulation,0.0,0.0,5143,9.0,40.0,23.0,3331 days 00:00:00.000000000,2008.0,9.99,2008-03-24,"World War II, Naval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.333333333333,22.5
2239,Silent Service 2,Silent Service 2,329670,,Single-player,53.0,15.0,"Simulation, Classic, Naval, Retro",Simulation,0.0,0.0,4529,2.0,12.0,5.0,9988 days 00:00:00.000000000,1990.0,6.99,1990-01-01,"Naval, Retro, Classic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,16.6666666667
2240,Silent Storm Gold Edition,Silent Storm Gold Edition,254960,Very Positive,Single-player,92.0,425.0,"Strategy, RPG, Turn-Based Tactics, Turn-Based, Tactical, World War II, Alternate History, Turn-Based Strategy, Tactical RPG, Classic, Action, Singleplayer, Sci-fi, Stealth, Destruction, Isometric","Action, RPG, Strategy",0.0,0.0,4025,17.0,115.0,23.0,4623 days 00:00:00.000000000,2004.0,9.99,2004-09-09,"Isometric, World War II, Sci-fi, Classic, Singleplayer, Alternate History, Turn-Based Strategy, Stealth, Turn-Based, Tactical RPG, Tactical, Turn-Based Tactics, Destruction",0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,0.1875,14.7826086957
2241,SimAirport,SimAirport,598330,Mostly Positive,"Single-player,Steam Cloud",74.0,689.0,"Early Access, Simulation, Management, Strategy, Building, Indie, Singleplayer, Sandbox, Casual, 2D","Indie, Strategy, Early Access, Simulation",0.0,0.0,213,265.0,1071.0,360.0,62 days 00:00:00.000000000,2017.0,19.99,2017-03-06,"Building, Management, Singleplayer, 2D, Sandbox, Casual",1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.4,24.7432306256
2242,SimCity 4 Deluxe Edition,SimCity 4 Deluxe Edition,24780,Mostly Positive,Single-player,76.0,2827.0,"Simulation, City Builder, Strategy, Management, Sandbox, Moddable, Classic, Singleplayer, Building, Economy, Real-Time with Pause, Multiplayer, Great Soundtrack","Strategy, Simulation",0.0,0.0,761,346.0,1694.0,399.0,4976 days 00:00:00.000000000,2003.0,19.99,2003-09-22,"Building, Management, City Builder, Classic, Great Soundtrack, Singleplayer, Real-Time with Pause, Moddable, Sandbox, Multiplayer, Economy",0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.153846153846,20.4250295159
2243,Simple VR Video Player,Simple VR Video Player,500500,Very Positive,,85.0,180.0,"VR, Utilities, Video Production","Video Production, Utilities",0.0,0.0,1138,33.0,50.0,48.0,292 days 00:00:00.000000000,2016.0,7.99,2016-07-19,VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,66.0
2244,SimplePlanes,SimplePlanes,397340,Very Positive,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud",93.0,3465.0,"Simulation, Sandbox, Building, Flight, Open World, Singleplayer, Indie, Physics, Moddable, Funny, Destruction, Multiplayer, Action, Adventure, Realistic, Shooter, Racing, Co-op, Great Soundtrack, Strategy","Indie, Simulation",0.0,0.0,1061,172.0,885.0,207.0,507 days 00:00:00.000000000,2015.0,12.99,2015-12-17,"Building, Funny, Multiplayer, Flight, Singleplayer, Physics, Great Soundtrack, Shooter, Strategy, Moddable, Realistic, Sandbox, Co-op, Adventure, Action, Racing, Open World, Destruction",1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.0,0.1,19.4350282486
2245,SimpleRockets,SimpleRockets,343090,Very Positive,"Single-player,Steam Trading Cards",88.0,163.0,"Simulation, Indie, Physics, Sandbox, Space Sim, 2D, Space","Indie, Simulation",0.0,0.0,3663,7.0,109.0,8.0,704 days 00:00:00.000000000,2015.0,7.99,2015-06-03,"2D, Sandbox, Physics, Space Sim, Space",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.285714285714,6.42201834862
