"gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","age"
"male","United States","IN","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","No","No","Some of them","No","Yes","Don't know","No",35
"male","United States","NC","No","No","No","Rarely","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",32
"male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes",32
"male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No",26
"male","Canada",NA,"No","Yes","Yes","Rarely","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","No","No",38
"female","United Kingdom",NA,"No","Yes","No","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",34
"male","United States","TN","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No",39
"male","Canada",NA,"Yes","No","No","Never","6-25","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",32
"male","Netherlands",NA,"Yes","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","Yes","Some of them","Some of them","No","No","Don't know","No",37
"male","United Kingdom",NA,"No","Yes","Yes","Never","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No",31
"male","United States","MN","No","Yes","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",30
"male","Singapore",NA,"No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No",51
"male","United States","NC","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No",29
"male","United Kingdom",NA,"No","No","No","Never","100-500","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","Yes","Some of them","No","No","No","Yes","No",31
"male","India",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",31
"male","United States","TX","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",26
"female","United States","CA","No","No","Yes","Often","100-500","Yes","No","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",46
"male","United States","CA","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No",32
"male","United States","IL","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",29
"male","Poland",NA,"No","No","No","Never","More than 1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",34
"male","Colombia",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","Yes","No",26
"female","United States","PA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",32
"male","United States","IL","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","No",29
"male","United States","IL","No","No","No",NA,"More than 1000","No","No","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",30
"female","United States","MN","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","Yes",40
"male","United Kingdom",NA,"No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Yes","Yes","No","Yes",23
"male","Georgia",NA,"No","No","No","Rarely","26-100","No","No","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","Maybe","No","No",20
"male","United States","NY","No","Yes","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","Yes",38
"female","United States","MI","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No",26
"male","United States","OH","No","No","No","Never","26-100","No","Yes","No","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","No","Yes",29
"male","China",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",40
"female","Bulgaria","UT","No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","Maybe","No","No","No",25
"female","United States","NY","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No",32
"male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes",38
"female","United States","IN","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No",35
"female","United States","VA","No","No","Yes","Often","6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",28
"female","United States","OK","No","No","No","Never","100-500","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No",27
"female","United States","OR","Yes","No","No","Rarely","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",56
"male","United States","AL","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",38
"female","Belgium",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",31
"male","United States","AL","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","No","Yes","No",40
"male","United States","OH","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",44
"male","Canada",NA,"No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",34
"male","United Kingdom",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Yes","Don't know","No",37
"male","Italy",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Some of them","Yes","Yes","Maybe","No","No",38
"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","No",27
"female","Ireland",NA,"No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","No","Yes","Don't know","Yes","Yes","Some of them","Some of them","No","No","Yes","No",34
"female","Ireland",NA,"No","No","No","Rarely","1-5","No","Yes","Don't know","No","No","No","No","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No",35
"male","Ireland",NA,"No","No","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Yes","No","Maybe","No","No",34
"male","United States","TX","No","No","Yes","Often","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","No","Don't know","No",32
"male","Ireland",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",25
"male","Australia",NA,"No","No","Yes","Often","100-500","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No",28
"female","United States","TX","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","No","No","No","Yes",28
"male","Brazil",NA,"Yes","No","Yes",NA,"1-5","No","Yes","No","Yes","No","No","No","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",31
"male","United Kingdom",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No",24
"male","Ireland",NA,"No","Yes","Yes","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",34
"male","Ireland",NA,"No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No",32
"male","United Kingdom",NA,"No","Yes","No","Often","26-100","Yes","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No",34
"male","United States","TX","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","No","Very easy","Maybe","Maybe","Some of them","Yes","No","No","No","No",23
"male","Czech Republic",NA,"No","Yes","No","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","Yes",33
"male","Singapore",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No",29
"male","Ireland",NA,"No","Yes","No",NA,"1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",24
"male","Ireland",NA,"No","No","No","Never","More than 1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","Yes","Some of them","No","No","No","Yes",45
"female","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","No","Yes","No","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes",34
"male","Philippines",NA,"No","No","No","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","Maybe","No","Yes",31
"male","United States","FL","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",33
"male","Netherlands",NA,"No","No","No",NA,"6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",28
"male","United Kingdom",NA,"No","No","No","Rarely","More than 1000","Yes","No","Don't know","Not sure","No","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",27
"male","Ireland",NA,"No","No","No","Never","26-100","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","Yes","Some of them","Some of them","No","No","No","No",42
"male","Netherlands",NA,"No","No","No",NA,"6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",28
"male","United States","TX","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Don't know","No",38
"male","United States","CA","No","Yes","Yes","Often","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",46
"male","United States","MD","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","No",46
"female","Netherlands",NA,"Yes","No","Yes","Rarely","1-5","Yes","Yes","Don't know","Yes","Don't know","Yes","No","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Yes","No",41
"male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","Yes",23
"male","Ireland",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Yes","Yes",24
"female","Ireland",NA,"No","No","Yes","Rarely","26-100","No","Yes","No","Yes","Yes","No","Don't know","Don't know","No","No","Yes","Some of them","No","Maybe","Don't know","No",23
"male","Netherlands",NA,"No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Yes","No",39
"female","Ireland",NA,"No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",32
"male","United States","MN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Yes","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No",25
"male","Greece",NA,"No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","No","Don't know","No",39
