submit_date,down_votes,up_votes,meaning,date,phrase
" July 29, 2005",31,270,"An awkward situation in which two pedestrians, who are on a collision course with each other, are repeatedly unsuccessful in averting one another. As one person moves to their right, the other person moves to their left and vice versa. Each time they attempt a new maneuver, the frustrated pedestrians find themselves confronted by their counterpart. To the casual observer, these two people may appear to be dancing, but in reality, they both just want to get on with their lives.These encounters are far less common in Europe  especially in Germany, where the government enforces pedestrian decorum through a stringent ""bear right"" policy. Pedestrian face-offs have been known to last upwards of ten seconds.",Sep 1,pedestrian face-off
" July 31, 2005",112,73,"The ham sandwich can be invoked as a defense for someone who feels wrongfully accused.  This comes from the saying that a good prosecutor could indict a ham sandwich, thereby pointing out that one should not presume the indicted is guilty.",Aug 31,ham sandwich
" August 31, 2005",118,44," a clean looking clear coat on a paint job, making the car appear wet. ",Sep 17,drippin stains
" January 02, 2005",410,1114,"Although not promoted by public schools, it is the most popular study technique of high school students, typically used minutes before a test.",Sep 16,prayer
" July 30, 2005",265,594,President of the United States,Sep 15,POTUS
" July 30, 2005",43,267,"When one pretends to sleep for any reason, possibly so they don't have to do something, to get attention, or to find out gossip and secrets. Very useful for finding out information you might not be supposed to know.",Sep 14,Nap fraud
" August 25, 2005",54,285,n: a person who is an easy laugh. A laugh whore will typically laugh at all of your jokes just to gain acceptance from you. You don't mind it because it makes you feel better about yourself. Usually has a mildly obnoxious laugh to go along with his/her hair trigger laugh reflex.,Sep 13,laugh whore
" August 21, 2005",114,357,"The term used when you call someone and they hit the ignore button on their cell phone, to avoid speaking with you. The term originates with Nextels because they have a side button to do that.You know you've been side buttoned if it rings for a shorter time than usual before going to voicemail.",Sep 12,Side Buttoned
" July 11, 2005",257,83,Pawned is something old and/or bald people say by mistake instead of pwned when trying to sound young and hip.,Aug 21,pawned
" July 25, 2005",131,341,"To pay little or no attention to your alcoholic beverage, letting it sit idle, while you pretend to nurse it.",Aug 27,babysit
" July 20, 2005",136,769,"a slang term for federal government law enforcement agencies such as the FBI, ATF, and IRS.",Aug 26,alphabet boys
" June 04, 2005",73,31,"Crayons, usually a classic crayola 8 pack",Aug 25,sticks
" July 18, 2005",286,432,"Commonly used in rap battles, it means to take what somebody said against you and to use it against them.",Aug 24,flip the script
" July 14, 2005",38,99,"What happens when, on the phone or instant messenger, someone needs to go (or fakes needing to go to end the conversation) and says ""bye"" (or a variant, or an IM shortening of it like 'cya').The other participent says ""bye""--or something-- The original person says ""bye""/whatever again, and the other one responds. This can go on for minutes or longer until someone--or their parent--puts their foot down.",Aug 23,bye loop
" December 14, 2003",36,161,"same as ""too much information"" TMI",Aug 22,overshare
" July 15, 2005",77,142,The air you breathe inside a casino. Casino air is highly oxygenated and causes you to have high energy. The effects of alcohol and other substances is enhanced. You'll never get tired of living on casino air.,Aug 6,casino air
" May 24, 2005",382,49,"doing well, rockin', beating everyone else",Aug 5,poopin
" September 02, 2003",54,117,"refers to a paint job, sound system, rims or anything else to do with a vehicle that comes standard with the vehicle.",Aug 4,factory
" July 03, 2004",211,354,"A carsophagus is a pothole in the road that is so large that it tends to ""eat a car"".  This is a play (Spoonerism type) on the word ""sarcophagus"" which literally means ""body eater"".",Aug 3,carsophagus
" July 13, 2005",61,103,It's when you chat online for so long that you begin to use phrases like rofl and wtf in the real world. see also: chat syndrome,Aug 2,reality chatspeak
" December 23, 2004",88,66,"A place in line behind someone who is already in line.  See also, fronts.",Aug 1,backs
" March 06, 2005",112,96,"Fake blog, a website pretending to be a blog but actually the creation the mainstream media, or professional political operatives.",Sep 27,phlog
" September 12, 2003",1426,8283,"Not Safe For Work. Used to describe Internet content generally inappropriate for the typical workplace, i.e., would not be acceptable in the presence of your boss and colleagues (as opposed to SFW, Safe For Work).",Sep 26,NSFW
" July 10, 2005",60,260,(n.)  a social phenomenon wherein which a person acts as though he is on his cell phone in order to shield himself from uncomfortable situations.,Jul 30,cellular faux
" July 08, 2005",153,1043,A defining moment when you know someone has gone off the deep end. Inspired by Tom Cruise's recent behavior on Oprah. Also see jump the shark,Jul 29,jump the couch
" July 05, 2005",547,201,"The act of downloading more songs than one is actually planning to listen to.This is usually done by people wishing to raise the number of songs on their ipod in an attempt to seem cooler than they actually are.",Jul 28,ipod spamming
" March 29, 2004",67,43,"A small change in one's online identity. Comparable to getting a haircut, shaving, or some other real life change in appearance.",Jul 27,ihaircut
" July 24, 2003",314,1976,a figurative drink representing a modality of thought. those who consume it are themselves consumed by the negativity which with they speak.,Jul 26,haterade
" July 25, 2005",49,77,"To unintentionally drive a common route.  To turn on the mental autopilot and arrive toward a location other than your desired destination.  For example, if you set out to drive to the store, but after a few minutes find that you are halfway to your place of work.",Aug 30,driving the bus
" July 22, 2005",30,54,"A phrase used to attract attention to a fact or piece of information to the room at large, everyone in the area or around you etc. Derived from note to self, except that it serves as a reminder/informer of information to a group of people instead of the speaker alone.",Aug 29,note to crowd
" July 18, 2005",49,29,Airliner lingo for someone with children.,Aug 20,checked baggage
" February 05, 2003",37,41,Someone who is constantly calling the police for the most ignorant or tedious reasons. Typically calls when no emergency exists.,Aug 19,frequent flier
" July 15, 2005",49,123,"A retort that means, ""What you've just said is plainly not true, although I certainly wish it were.""",Aug 18,If only
" July 21, 2005",39,68,"A ""hidden"" secret in the Rockstar game ""Grand Theft Auto: San Andreas"" that allows players to play sex mini-games. This fiasco has resulted in the game being rated AO (Adults Only) and pulled from the shelves of most all game stores.",Aug 17,Hot Coffee
" July 19, 2005",42,96,n. A garment to which you are particularly attached due to its acting as something of a lucky charm when it comes to wooing the opposite sex (pulling).,Aug 16,pulling shirt
" July 20, 2005",77,30,"Birth/given name. Not a nickname(s), a porn star name, or secret identity.",Aug 15,governor name
" July 05, 2005",58,54,"A person who claims to like a band/artist/author etc... but infact can only name works, songs, band members etc... by searching for them on google.",Jul 24,Googlesearch Fan
" August 16, 2004",171,695,blown off; rejected; deliberatly singled out; abandoned for reasons unknown.,Jul 16,Deaded
" June 18, 2005",109,135,"Useless.  As would be a bag of pants, not fulfilling their function, but just hanging around in a bag.",Jul 9,bag of pants
