answer,title,clue
LLANO,MIXED RESULTS,South American prairie
EUNUCHS,MIXED RESULTS,"Harem servants, often"
RAJ,MIXED RESULTS,"One of the geeks on ""The Big Bang Theory"""
RUDY,MIXED RESULTS,Former Big Apple mayor Giuliani
PAPAW,MIXED RESULTS,Fruit tree
SHANE,MIXED RESULTS,1953 hit film set in Wyoming
OKAPI,MIXED RESULTS,Animal with striped legs
CALMS,MIXED RESULTS,Difficult conditions for sailing
TYLER,MIXED RESULTS,City with a University of Texas campus
AILEY,MIXED RESULTS,"""Revelations"" choreographer"
SCORE,MIXED RESULTS,Hit pay dirt
ECON,MIXED RESULTS,"""The Wealth of Nations"" subj."
CONN,MIXED RESULTS,"Its state song is ""Yankee Doodle"": Abbr."
ARIA,MIXED RESULTS,Opera highlight
EWES,MIXED RESULTS,___ milk
KEA,MIXED RESULTS,Mauna ___
KEV,MIXED RESULTS,"Bandleader Eubanks, familiarly"
SWAP,"New York Times, Tuesday, March 28, 2017",Even trade
CROC,"New York Times, Tuesday, March 28, 2017","Nile predator, briefly"
DRAMA,"New York Times, Tuesday, March 28, 2017",Class with masks?
HEIR,"New York Times, Tuesday, March 28, 2017",Next in line
OATH,"New York Times, Tuesday, March 28, 2017",Promise
EULER,"New York Times, Tuesday, March 28, 2017",18th-century mathematician who introduced the function
ALDO,"New York Times, Tuesday, March 28, 2017",Designer Gucci
NITE,"New York Times, Tuesday, March 28, 2017",Nick at ___
ADELE,"New York Times, Tuesday, March 28, 2017",One-named singer who won the 2016 Album of the Year
GLENNCLOSELY,"New York Times, Tuesday, March 28, 2017","""Sorry I'm in your space, it's an actress thing,"" said ___"
TEE,"New York Times, Tuesday, March 28, 2017","Shirt that might have a crew neck, informally"
TAM,"New York Times, Tuesday, March 28, 2017",Scottish cap
EAP,"New York Times, Tuesday, March 28, 2017","""The Raven"" writer's monogram"
HOWARDSTERNLY,"New York Times, Tuesday, March 28, 2017","""Don't interrupt me on my radio show,"" said ___"
PSA,"New York Times, Tuesday, March 28, 2017","""It gets better"" spot, e.g., in brief"
LEO,"New York Times, Tuesday, March 28, 2017","DiCaprio, to fans"
INTER,"New York Times, Tuesday, March 28, 2017",Prefix with galactic and spatial
EARNS,"New York Times, Tuesday, March 28, 2017",Works to get
GNU,"New York Times, Tuesday, March 28, 2017",Lion's prey
NAIVE,"New York Times, Tuesday, March 28, 2017",Easily fooled
STRIP,"New York Times, Tuesday, March 28, 2017",Unit of bacon
ONO,"New York Times, Tuesday, March 28, 2017",Lennon's widow
TEX,"New York Times, Tuesday, March 28, 2017",___-Mex
TAYLORSWIFTLY,"New York Times, Tuesday, March 28, 2017","""Gotta run, pop concert calls,"" said ___"
ONS,"New York Times, Tuesday, March 28, 2017",Turn-___
RIP,"New York Times, Tuesday, March 28, 2017",Gravestone letters
FAA,"New York Times, Tuesday, March 28, 2017",Govt. org. with a drone registry program
JAMESBLUNTLY,"New York Times, Tuesday, March 28, 2017","""Right to the point: You're beautiful, it's true,"" said ___"
URGED,"New York Times, Tuesday, March 28, 2017",Advocated
CHAI,"New York Times, Tuesday, March 28, 2017",Tea type
DREI,"New York Times, Tuesday, March 28, 2017","Three, in Berlin"
SAUDI,"New York Times, Tuesday, March 28, 2017",Mecca resident
KILN,"New York Times, Tuesday, March 28, 2017",Drying oven
REAP,"New York Times, Tuesday, March 28, 2017","Harvest, as crops"
CYNIC,"New York Times, Tuesday, March 28, 2017","""A man who, when he smells flowers, looks around for a coffin,"" per H. L. Mencken"
SAKE,"New York Times, Tuesday, March 28, 2017",Rice wine
YENS,"New York Times, Tuesday, March 28, 2017",Longings
SHAG,"New York Times, Tuesday, March 28, 2017",Carpet style
WELL,"New York Times, Tuesday, March 28, 2017","Word said three times before ""What have we here?!"""
AIDE,"New York Times, Tuesday, March 28, 2017",Assistant
PRONTO,"New York Times, Tuesday, March 28, 2017",On the double
CONCEAL,"New York Times, Tuesday, March 28, 2017",Hide
RAIL,"New York Times, Tuesday, March 28, 2017",Inner part of a racetrack
OTTO,"New York Times, Tuesday, March 28, 2017",Palindromic boy's name
CHESTS,"New York Times, Tuesday, March 28, 2017",Treasure holders
DEALMEIN,"New York Times, Tuesday, March 28, 2017",Request for a hand
RUDY,"New York Times, Tuesday, March 28, 2017",Inspiring 1993 movie about a Notre Dame football team walk-on
ALE,"New York Times, Tuesday, March 28, 2017",Lager relative
MEL,"New York Times, Tuesday, March 28, 2017",Comical Brooks
ARE,"New York Times, Tuesday, March 28, 2017","""All we ___ saying is give peace a chance"""
NEW,"New York Times, Tuesday, March 28, 2017",Just-made
EAT,"New York Times, Tuesday, March 28, 2017",Munch on
ENTITY,"New York Times, Tuesday, March 28, 2017",Thing that exists
ALEVE,"New York Times, Tuesday, March 28, 2017",Drug whose generic name is naproxen
PYREX,"New York Times, Tuesday, March 28, 2017",Measuring cup material
HARRYS,"New York Times, Tuesday, March 28, 2017",Truman and others
REG,"New York Times, Tuesday, March 28, 2017",Rule laid down by a commission: Abbr.
DONOW,"New York Times, Tuesday, March 28, 2017","""What should I ___?"""
RNA,"New York Times, Tuesday, March 28, 2017",Material in strands
PESTO,"New York Times, Tuesday, March 28, 2017",Sauce with pine nuts
SATAN,"New York Times, Tuesday, March 28, 2017",The Great Tempter
NIL,"New York Times, Tuesday, March 28, 2017","Zero, in soccer"
SPORADIC,"New York Times, Tuesday, March 28, 2017",Occasional
UNI,"New York Times, Tuesday, March 28, 2017",Prefix with -versal
OFFLINE,"New York Times, Tuesday, March 28, 2017",Not connected to a computer network
RIM,"New York Times, Tuesday, March 28, 2017",Pacific ___
SPECKS,"New York Times, Tuesday, March 28, 2017",What stars are in the night sky
TAU,"New York Times, Tuesday, March 28, 2017",Letter after sigma
LANDRY,"New York Times, Tuesday, March 28, 2017",Tom who coached the Dallas Cowboys for 29 years
JEDI,"New York Times, Tuesday, March 28, 2017","Revered ""Star Wars"" figure"
SHIA,"New York Times, Tuesday, March 28, 2017",Actor LaBeouf
BALK,"New York Times, Tuesday, March 28, 2017",Illegal pitching motion
TREE,"New York Times, Tuesday, March 28, 2017",Logician's chart
LEAN,"New York Times, Tuesday, March 28, 2017",Not stand completely straight
YIPS,"New York Times, Tuesday, March 28, 2017","Nervousness that causes a golfer to miss an easy putt, with ""the"""
USC,"New York Times, Tuesday, March 28, 2017",Golden State sch.
RAY,"New York Times, Tuesday, March 28, 2017","With 62-Down, sci-fi weapon"
GUN,"New York Times, Tuesday, March 28, 2017",See 61-Down
XRAYS,"New York Times, Monday, March 27, 2017",Set of pictures at a dentist's
CAW,"New York Times, Monday, March 27, 2017",Crow's sound
LETUPS,"New York Times, Monday, March 27, 2017",Reprieves
MIXER,"New York Times, Monday, March 27, 2017",Event for meeting new people
AMO,"New York Times, Monday, March 27, 2017","""I love,"" to Cato"
UTOPIA,"New York Times, Monday, March 27, 2017",Perfect world
ALLSIKNOW,"New York Times, Monday, March 27, 2017","""The one thing that's clear to me ..."""
CHOSEN,"New York Times, Monday, March 27, 2017",Picked
SEEM,"New York Times, Monday, March 27, 2017",Appear
NON,"New York Times, Monday, March 27, 2017","""Smoking or ___?"""
TKOS,"New York Times, Monday, March 27, 2017","Boxing achievements, in brief"
ALONGWAYSOFF,"New York Times, Monday, March 27, 2017",Distant
STRAIT,"New York Times, Monday, March 27, 2017",Narrow water passage
ANY,"New York Times, Monday, March 27, 2017","""___ day now ..."""
OLAF,"New York Times, Monday, March 27, 2017",Villainous count in the Lemony Snicket books
TRUMP,"New York Times, Monday, March 27, 2017",Obama's successor
ARGO,"New York Times, Monday, March 27, 2017",Jason's ship
NAIL,"New York Times, Monday, March 27, 2017",Pull off perfectly
EON,"New York Times, Monday, March 27, 2017",Many millennia
STAKEOUT,"New York Times, Monday, March 27, 2017","Police operation ... or, when read another way, what a grammarian would like to do to 18-, 24-, 52- and 65-Across?"
GLO,"New York Times, Monday, March 27, 2017",Day-___ paint
MISO,"New York Times, Monday, March 27, 2017",Japanese soup
OARS,"New York Times, Monday, March 27, 2017",Boaters' implements
OBOES,"New York Times, Monday, March 27, 2017",Some woodwinds
SKID,"New York Times, Monday, March 27, 2017",Lose traction on the road
PHO,"New York Times, Monday, March 27, 2017",Vietnamese soup
TRENDS,"New York Times, Monday, March 27, 2017","What Google's Ngram program tracks, for word usage"
ANDTHENISAYS,"New York Times, Monday, March 27, 2017",Narrative connector
SEED,"New York Times, Monday, March 27, 2017",Peach pit or walnut
HOG,"New York Times, Monday, March 27, 2017",Greedy one
TREE,"New York Times, Monday, March 27, 2017",Peach or walnut
HAVANA,"New York Times, Monday, March 27, 2017",Cuba's capital
HOWSABOUT,"New York Times, Monday, March 27, 2017","""What do you think of ...?"""
IMPROV,"New York Times, Monday, March 27, 2017","Unscripted comedy, informally"
APE,"New York Times, Monday, March 27, 2017",Mimic
GUARD,"New York Times, Monday, March 27, 2017",Watch over
MISERY,"New York Times, Monday, March 27, 2017",Blue state?
LED,"New York Times, Monday, March 27, 2017","Fluorescent bulb alternative, for short"
TYROS,"New York Times, Monday, March 27, 2017",Novices
XMAS,"New York Times, Monday, March 27, 2017",Dec. celebration
RILE,"New York Times, Monday, March 27, 2017",Tick off
AXLE,"New York Times, Monday, March 27, 2017",What car wheels turn on
YESMAAM,"New York Times, Monday, March 27, 2017",Polite affirmative
SRI,"New York Times, Monday, March 27, 2017",___ Lanka
CANON,"New York Times, Monday, March 27, 2017",Group of books that an educated person is supposed to be familiar with
AMONG,"New York Times, Monday, March 27, 2017",In the company of
WOW,"New York Times, Monday, March 27, 2017",Blow away
LUCKYYOU,"New York Times, Monday, March 27, 2017",Jealous words of congratulations
ETHOS,"New York Times, Monday, March 27, 2017",Cultural spirit
TOOSOON,"New York Times, Monday, March 27, 2017","""You can't joke about that yet"""
UPS,"New York Times, Monday, March 27, 2017",FedEx rival
PIE,"New York Times, Monday, March 27, 2017",Thanksgiving dessert
SAN,"New York Times, Monday, March 27, 2017","___ Juan, Puerto Rico"
KNOT,"New York Times, Monday, March 27, 2017",Problem with a shoelace
TANGO,"New York Times, Monday, March 27, 2017",Dance in which one partner might hold a rose between his teeth
LIPS,"New York Times, Monday, March 27, 2017",One might apply gloss to them
WARES,"New York Times, Monday, March 27, 2017",Things for sale
FLAGON,"New York Times, Monday, March 27, 2017",Old-fashioned wine holder
FAILED,"New York Times, Monday, March 27, 2017",Unsuccessful
STEMS,"New York Times, Monday, March 27, 2017",Thorny parts of roses
TROIKA,"New York Times, Monday, March 27, 2017",Group of three
RUNSIN,"New York Times, Monday, March 27, 2017",Enters hurriedly
FLOSS,"New York Times, Monday, March 27, 2017",Often-unheeded advice from dentists
AKRON,"New York Times, Monday, March 27, 2017",Ohio city that was once the Rubber Capital of the World
TOPHEAVY,"New York Times, Monday, March 27, 2017","Liable to tip over, maybe"
AAHED,"New York Times, Monday, March 27, 2017",Expressed amazement
TORY,"New York Times, Monday, March 27, 2017","Labourite's opponent, in British politics"
ODDSARE,"New York Times, Monday, March 27, 2017","""Most likely ..."""
BESTBUY,"New York Times, Monday, March 27, 2017",Big electronics chain
TAGS,"New York Times, Monday, March 27, 2017",License plates
TENOR,"New York Times, Monday, March 27, 2017",Choir member
IHOPE,"New York Times, Monday, March 27, 2017","""Fingers crossed!"""
SOWED,"New York Times, Monday, March 27, 2017","Planted, as discord"
ROAR,"New York Times, Monday, March 27, 2017",Sound to fear in the savanna
EURO,"New York Times, Monday, March 27, 2017",Currency of France or Italy
ETDS,"New York Times, Monday, March 27, 2017","When planes are due to take off, for short"
HIM,"New York Times, Monday, March 27, 2017",That guy
AMI,"New York Times, Monday, March 27, 2017","""What ___, chopped liver?"""
VPS,"New York Times, Monday, March 27, 2017","Biden and Pence, in brief"
HAL,"New York Times, Monday, March 27, 2017",Actor Holbrook
AGT,"New York Times, Monday, March 27, 2017",10%-er: Abbr.
EPICPOEM,"New York Times, Friday, March 31, 2017","""Don Juan,"" for one"
BROWSE,"New York Times, Friday, March 31, 2017","Look a little here, look a little there"
DEMOTAPE,"New York Times, Friday, March 31, 2017",Old means of getting discovered
SHREWS,"New York Times, Friday, March 31, 2017",Mammals using echolocation
KEPTATIT,"New York Times, Friday, March 31, 2017",Stayed the course
CYCLIC,"New York Times, Friday, March 31, 2017",Like biorhythms
ODETS,"New York Times, Friday, March 31, 2017","""The Flowering Peach"" playwright"
SHU,"New York Times, Friday, March 31, 2017",Moo ___
SALMA,"New York Times, Friday, March 31, 2017","Hayek of ""Grown Ups"""
CENA,"New York Times, Friday, March 31, 2017",John of pro wrestling
BOOZE,"New York Times, Friday, March 31, 2017",Hard stuff to swallow
SIMP,"New York Times, Friday, March 31, 2017",Dunderhead
HED,"New York Times, Friday, March 31, 2017","Nancy Sinatra's ""If ___ Love Me"""
PUDDING,"New York Times, Friday, March 31, 2017","Brown Betty, e.g."
NEA,"New York Times, Friday, March 31, 2017","Org. with a campaign called ""Degrees Not Debt"""
SIZES,"New York Times, Friday, March 31, 2017",Options in a catalog
QUOTED,"New York Times, Friday, March 31, 2017","In a sound bite, say"
JACUZZI,"New York Times, Friday, March 31, 2017",Jet stream locale
QUIXOTE,"New York Times, Friday, March 31, 2017",Romantic visionary
ALONZO,"New York Times, Friday, March 31, 2017",N.B.A. Hall-of-Famer Mourning
GUIDO,"New York Times, Friday, March 31, 2017","Oscar-winning role in ""Life Is Beautiful"""
NAV,"New York Times, Friday, March 31, 2017",___ system (GPS device)
AFFAIRE,"New York Times, Friday, March 31, 2017",Romantic liaison
BFF,"New York Times, Friday, March 31, 2017","Real pal, for short"
IKEA,"New York Times, Friday, March 31, 2017",Many of its products have legs
FUZZY,"New York Times, Friday, March 31, 2017",Lacking focus
WYLE,"New York Times, Friday, March 31, 2017","Noah of ""Falling Skies"""
TAROS,"New York Times, Friday, March 31, 2017",Plants of the arum family
REB,"New York Times, Friday, March 31, 2017",Ft. Sumter battler
CAGES,"New York Times, Friday, March 31, 2017",Pet shop purchases
OZARKS,"New York Times, Friday, March 31, 2017",Range that's home to Ha Ha Tonka State Park
TOMATOES,"New York Times, Friday, March 31, 2017",Units in modern film ratings?
RAGTOP,"New York Times, Friday, March 31, 2017",Convertible
TWOPENCE,"New York Times, Friday, March 31, 2017","A trivial sum, informally"
SMEARY,"New York Times, Friday, March 31, 2017",Like cream cheese on a bagel
ELMTREES,"New York Times, Friday, March 31, 2017",Shady bunch?
EDKOCH,"New York Times, Friday, March 31, 2017",1980s big-city mayor
PEEDEE,"New York Times, Friday, March 31, 2017",Alphabetically rhyming river name
IMPEND,"New York Times, Friday, March 31, 2017",Loom
COTTA,"New York Times, Friday, March 31, 2017","Baked, in Bologna"
PTAS,"New York Times, Friday, March 31, 2017",Grps. supporting the 30-Across
OAT,"New York Times, Friday, March 31, 2017",Wild thing?
EPISODEI,"New York Times, Friday, March 31, 2017",Series opener
METHODS,"New York Times, Friday, March 31, 2017",Modi operandi
BSC,"New York Times, Friday, March 31, 2017",Common four-year deg.
RHYS,"New York Times, Friday, March 31, 2017","Novelist Jean with the 1966 best seller ""Wide Sargasso Sea"""
ORCAS,"New York Times, Friday, March 31, 2017",Things in a pod
WELLINTO,"New York Times, Friday, March 31, 2017",Not near the beginning of
SWIMMEET,"New York Times, Friday, March 31, 2017",What has different strokes for different folks?
ESCAPADE,"New York Times, Friday, March 31, 2017",Bit of antics
UZI,"New York Times, Friday, March 31, 2017",AK-47 alternative
BUZZOFF,"New York Times, Friday, March 31, 2017","""Go away!"""
ENQUIRY,"New York Times, Friday, March 31, 2017","Probe, to Brits"
PIZZA,"New York Times, Friday, March 31, 2017",___ topping
GUIDE,"New York Times, Friday, March 31, 2017",Leading figure
SUN,"New York Times, Friday, March 31, 2017",Light of the world
OXO,"New York Times, Friday, March 31, 2017",Big name in kitchen utensils
JANITORS,"New York Times, Friday, March 31, 2017",Cleanup crew
ALAKAZAM,"New York Times, Friday, March 31, 2017","""Presto chango!"""
COVERAGE,"New York Times, Friday, March 31, 2017",Media attention
QUIZBOWL,"New York Times, Friday, March 31, 2017","Good practice for the show ""It's Academic"""
GAZETTE,"New York Times, Friday, March 31, 2017",Montreal daily
FUR,"New York Times, Friday, March 31, 2017",Winter coat lining
BYGONE,"New York Times, Friday, March 31, 2017",Past
FLEECE,"New York Times, Friday, March 31, 2017",Winter coat lining
FESSES,"New York Times, Friday, March 31, 2017","Spills it, with ""up"""
AORTA,"New York Times, Friday, March 31, 2017",Trunk in the trunk
WATER,"New York Times, Friday, March 31, 2017",Well-kept resource
